"","Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","First.Time.Discloser","Population","City.Location","Sustainability.Targets.Master.Planning","Risk.Assessment.Actions","Nb.Hazards.Type","Hazards.Exposure.Level","Adaptation.Challenges.Health","Adaptation.Challenges.Economic","Adaptation.Challenges.Environment","Adaptation.Challenges.Infrastructure","Adaptation.Challenges.Social","Adaptation.Challenges.Governance","Adaptation.Challenges.Education","Adaptation.Challenges.Level","Risk.Health.System","Nb.Adaptation.Actions","Adaptation.Plan","City.Wide.Emissions.Inventory","GHG.Emissions.Primary.protocol","GHG.Emissions.Evolution","GHG.Emissions.Consumption","GHG.Emissions.External.Verification","GHG.Emissions.Reductions.Targets","Emissions.Reductions.Mitigation.Planning","Opportunities.Collaboration","Renewable.Energy.Target","Electricity.Source.Biomass","Electricity.Source.Coal","Electricity.Source.Gas","Electricity.Source.Geothermal","Electricity.Source.Hydro","Electricity.Source.Nuclear","Electricity.Source.Oil","Electricity.Source.Other","Electricity.Source.Solar","Electricity.Source.Wind","Electricity.Source.Renewable","Energy.Efficnecy.Target","Transport.Mode.Passenger.Public","Transport.Mode.Passenger.Cycling","Transport.Mode.Passenger.Other","Transport.Mode.Passenger.Private.motorized","Transport.Mode.Passenger.Walking","Low.Zero.Emission.Zone","Food.Consumption.Policies","Potable.Water.Supply.Percent","Water.Resource.Management.strategy","lat","long","Country.Code.3"
"522",2020,54113,"City of Flagstaff","Flagstaff","United States of America","North America","No",75038,"POINT (-111.631 35.1992)","Yes","Yes",5,20,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",3,"Yes","Yes","GPC","Increased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0.2,28,31.4,0,6.6,29.8,0,0.1,3.4,0.5,10.5,"Yes",4.9,7.8,0,73,14.3,"No","Yes",98,"Yes",35.1992,-111.631,"USA"
"523",2020,1499,"Ajuntament de Barcelona","Barcelona","Spain","Europe","No",1636762,"POINT (2.1775 41.3823)","Yes","Yes",13,200,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",13,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0.16,0,24.38,0,11.36,44.39,0.25,12.76,0.97,5.73,18.06,"Yes",34,1.8,3.6,26,34.4,"Yes","Yes",100,"Yes",41.3823,2.1775,"ESP"
"524",2020,31170,"Metropolitan Municipality of Lima","Lima","Peru","Latin America","No",9485405,"POINT (-77.0283 -12.0433)","Yes","Yes",4,66,0,1,0,1,0,0,0,2,"Yes",5,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","No target","Intending to undertake in the next 2 years","Yes","In progress",0,0,40,0,54,0,0,0,4,2,60,"Not intending to undertake",68.72,1.1,31.27,NA,12,"No","Yes",90,"In progress",-12.0433,-77.0283,"PER"
"525",2020,50377,"Municipio de Querétaro","","Mexico","Latin America","No",878931,"","Yes","Yes",2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"In progress","Yes","2006 IPCC Guidelines","Increased","Do not know","Do not know","No target","Do not know","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not know",NA,"Intending to undertake in next 2 years",20.5875,-100.3928,"MEX"
"526",2020,50203,"Gaziantep Metropolitan Municipality","Gaziantep","Turkey","Europe","No",2028563,"","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","2006 IPCC Guidelines","Increased","Do not know","Intending to undertake in the next 2 years","Fixed level target","Yes",NA,"Yes",0,30,56,0,0,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0611756,37.3793085,"TUR"
"527",2020,50203,"Gaziantep Metropolitan Municipality","Gaziantep","Turkey","Europe","No",2028563,"","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","2006 IPCC Guidelines","Increased","Do not know","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes",NA,"Yes",0,30,56,0,0,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0611756,37.3793085,"TUR"
"528",2020,31187,"Seoul Metropolitan Government","Seoul","Republic of Korea","East Asia","No",10010983,"POINT (126.978 37.5665)","Yes","Yes",1,16,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Yes","Yes","GPC","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0.2,40.7,24.9,0,0.6,26.3,0.7,5.3,1.3,0,1.9,"Yes",65.1,NA,10.4,24.5,NA,"Yes","Yes",100,"Yes",37.5665,126.978,"KOR"
"529",2020,49345,"City of Birmingham","Birmingham, AL","United States of America","North America","Yes",209880,"","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",2,32,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Intending to undertake in next 2 years",33.5186,-86.8104,"USA"
"530",2020,831926,"Ramallah","","State of Palestine","Middle East","No",66000,"","In progress","Intending to undertake in the next 2 years",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","Not intending to undertake",NA,NA,NA,NA,"No target","In progress","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",31.9030543,35.1952255,"PSE"
"531",2020,69995,"Kemi","Kemi","Finland","Europe","No",20742,"POINT (24.5637 65.7364)","Yes","Intending to undertake in the next 2 years",6,23,NA,NA,NA,NA,NA,NA,NA,NA,"No",6,"Intending to undertake in the next 2 years","Yes","Other","Stayed the same","Not intending to undertake","Do not know","Base year emissions (absolute) target","Yes","Yes","In progress",NA,NA,NA,NA,NA,41,NA,59,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",65.7364,24.5637,"FIN"
"532",2020,52894,"City of Winston-Salem","Winston-Salem","United States of America","North America","No",246328,"POINT (-80.2442 36.0999)","Yes","Yes",5,65,0,1,0,0,0,0,0,1,"Yes",3,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Not intending to undertake","Yes","Not intending to undertake",0,26,34.26,0,1.5,34.2,0.04,0,2,2,5.5,"In progress",1,0.2,7,90,1.8,"No","Yes",100,"Yes",36.0999,-80.2442,"USA"
"533",2020,43932,"Auckland Council","Auckland","New Zealand","Southeast Asia and Oceania","No",1618400,"POINT (174.742 -36.8153)","Yes","Yes",9,128,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",8,"Yes","Yes","GPC","Increased","Yes","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0.6,3.4,12.5,17.2,60.5,0,0,0.8,0.2,4.8,82.7,"Not intending to undertake",3.6,1,0.7,82.8,11.7,"No","Yes",100,"Yes",-36.8153,174.742,"NZL"
"534",2020,834374,"Tagum City","","Philippines","Southeast Asia and Oceania","No",259444,"","Yes","Yes",5,92,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",15,"Yes","Yes","2006 IPCC Guidelines","This is our first year of calculation","In progress","Yes","Base year emissions (absolute) target","Yes","Yes","In progress",0,0,NA,0,0,0,0,NA,NA,0,NA,NA,6,3,24,65,2,"No","Yes",96.37,"Intending to undertake in next 2 years",14.5167,121.05,"PHL"
"535",2020,834374,"Tagum City","","Philippines","Southeast Asia and Oceania","No",259444,"","Yes","Yes",5,92,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",15,"Yes","Yes","2006 IPCC Guidelines","This is our first year of calculation","In progress","Yes","Base year intensity target","Yes","Yes","In progress",0,0,NA,0,0,0,0,NA,NA,0,NA,NA,6,3,24,65,2,"No","Yes",96.37,"Intending to undertake in next 2 years",14.5167,121.05,"PHL"
"536",2020,69973,"Alcaldia de Barrancabermeja","Barrancabermeja","Colombia","Latin America","No",210729,"POINT (-73.8724 7.06066)","Yes","Yes",1,6,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,"In progress","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Not intending to undertake","Do not know","Not intending to undertake",0,0.5,1.5,0,98,0,0,0,0,0,98,"Do not know",45,5,15,30,5,"Do not know","Yes",93,"Intending to undertake in next 2 years",7.06066,-73.8724,"COL"
"537",2020,69824,"Västervik","Västervik Municipality","Sweden","Europe","No",36679,"POINT (16.3484 57.9587)","Yes","Yes",3,37,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Yes","Yes","Regional or country specific methodology","Decreased","Intending to undertake in the next 2 years","Yes","Fixed level target","Yes","Yes","Yes",11,0,1,0,36,35,0,2,0,15,51,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",57.9587,16.3484,"SWE"
"538",2020,31149,"City of Athens","Athens","Greece","Europe","No",664046,"POINT (23.7275 37.9838)","Yes","Yes",5,99,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",15,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",12.77,32.3,26.4,0.12,5.89,0,10.4,0,6.65,5.47,18.13,"Yes",51.6,1.8,8.5,21.2,17,"No","Yes",100,"In progress",37.9838,23.7275,"GRC"
"539",2020,50541,"City of Greensboro","Greensboro","United States of America","North America","No",296710,"POINT (-79.792 36.0726)","Yes","Yes",6,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Yes",NA,"Yes",0,33,10,0.1,3.5,51,0,2,0.3,0.1,4,"In progress",NA,NA,NA,NA,NA,"No",NA,100,"Yes",36.0726,-79.792,"USA"
"540",2020,35268,"City of Boston","Boston","United States of America","North America","No",695926,"POINT (-71.0598 42.3584)","Yes","Yes",8,89,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",NA,1,49,NA,8,30,1,8,NA,3,NA,"Yes",32.1,2.3,5.8,44.7,15.4,"Yes","Yes",100,"Yes",42.3584,-71.0598,"USA"
"541",2020,35903,"Le Grand Casablanca","Casablanca","Morocco","Africa","No",3360000,"POINT (-7.56806 33.5206)","In progress","In progress",3,34,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"In progress","Not intending to undertake",NA,NA,NA,NA,"Fixed level target","In progress","Yes","In progress",6.5,21.7,5,0.6,0.5,0,62,2.5,0.6,0.6,2.3,"In progress",NA,NA,NA,NA,NA,"No","Do not know",90,"In progress",33.5206,-7.56806,"MAR"
"542",2020,54388,"Iskandar Regional Development Authority","Iskandar","Malaysia","Southeast Asia and Oceania","No",2090000,"POINT (100.992 1.45556)","Yes","Yes",3,33,NA,NA,NA,NA,NA,NA,NA,NA,"No",6,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year intensity target","Yes","Yes","Yes",0,63.3,36.3,0,0,0,0.4,0,0,0,0,"Yes",20,0,0,80,0,"No","No",100,"Yes",1.482793,103.7184222,"MYS"
"543",2020,73301,"City of Gretna, LA","Gretna","United States of America","North America","No",17935,"POINT (-90.0542 29.9164)","In progress","Intending to undertake in the next 2 years",6,96,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",10,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",0,NA,99,NA,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",29.9164,-90.0542,"USA"
"544",2020,31146,"Addis Ababa City Administration","Addis Ababa","Ethiopia","Africa","No",3689000,"POINT (38.7544 9.02887)","Yes","Yes",3,44,0,1,0,0,0,0,0,1,"Yes",1,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","In progress","Base year emissions (absolute) target","In progress","Do not know","Yes",NA,NA,NA,10,70,NA,NA,NA,10,10,100,"Yes",31,NA,NA,15,54,"No","Yes",76.6,"Yes",9.02887,38.7544,"ETH"
"545",2020,31184,"Prefeitura de São Paulo","São Paulo","Brazil","Latin America","No",11253503,"POINT (-46.7382 -23.5595)","Yes","Yes",6,94,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Do not know","Yes","GPC",NA,"Do not know","Yes","Base year emissions (absolute) target","In progress","Yes","Not intending to undertake",8.5,3.2,8.6,0,66.6,2.5,2.4,0.1,0.5,7.6,74.7,NA,NA,NA,NA,NA,NA,"Do not know",NA,100,"Yes",-23.5595,-46.7382,"BRA"
"546",2020,50673,"Município de Faro","Faro","Portugal","Europe","No",61015,"POINT (-7.93044 37.0194)","In progress","Yes",3,47,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year intensity target","Yes","Yes","Yes",0,0,0,0,0,0,0,1,11,88,99,"Yes",4.89,0.23,9.38,77.72,1.39,"No","Yes",96,"In progress",37.0194,-7.93044,"PRT"
"547",2020,31173,"Comune di Milano","Milano","Italy","Europe","No",1404431,"POINT (9.08635 45.8026)","Yes","Yes",36,182,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",16,"In progress","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",6.2,10.4,44.9,2,11.6,0,3.7,7.7,7.8,5.7,27.1,"Yes",42.3,2.9,5.2,39.3,10.3,"Yes","Yes",100,"Yes",45.8026,9.08635,"ITA"
"548",2020,60393,"Municipalidad de Santiago","Santiago","Chile","Latin America","No",404495,"POINT (-70.6693 -33.4489)","Yes","Yes",3,46,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Yes","Yes","Regional or country specific methodology",NA,"Intending to undertake in the next 2 years","In progress","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,24,0,75,0,0,1,0,0,75,"In progress",NA,NA,NA,NA,NA,"No","No",100,"In progress",-33.4489,-70.6693,"CHL"
"549",2020,36158,"Comune di Napoli","Napoli","Italy","Europe","No",983755,"POINT (14.2514 40.842)","In progress","In progress",2,16,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"In progress","Yes","Other","Decreased","Do not know","Not intending to undertake","Base year emissions (absolute) target","Yes","Intending to undertake in the next 2 years","In progress",0,0,22,0,0,0,16,61,1,0,1,"Yes",34,NA,24,42,NA,"No","No",100,"Intending to undertake in next 2 years",40.842,14.2514,"ITA"
"550",2020,49172,"City of St. Petersburg","St. Petersburg","United States of America","North America","No",266000,"","Yes","Yes",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","GPC","Do not know","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","In progress","In progress","Yes",NA,33,42,NA,5,18,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",NA,NA,27.7931,-82.6652,"USA"
"551",2020,35853,"City of Baltimore","Baltimore","United States of America","North America","No",593490,"POINT (-76.6122 39.2904)","Yes","Yes",10,154,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",10,"Yes","Yes","GPC","Increased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0.99,31.13,28.68,0,1.5,34.53,0.21,0.07,0.26,2.63,4.39,"Yes",19,1,3,69,6,"No","Yes",100,"Yes",39.2904,-76.6122,"USA"
"552",2020,58489,"Hoeje-Taastrup Kommune","Hoeje-Taastrup","Denmark","Europe","No",50686,"POINT (12.2898 55.6563)","Yes","Yes",1,6,0,1,0,0,0,0,0,1,"No",1,"Yes","Yes","Other","Decreased","In progress","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",13,13,8,0,11,5,1,0,4,45,60,"Yes",9,4,17,67,3,"No","Yes",100,"Yes",55.6563,12.2898,"DNK"
"553",2020,53254,"City of Hobart","Hobart","Australia","Southeast Asia and Oceania","No",53684,"POINT (147.281 -42.8901)","Yes","Yes",3,52,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Yes","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","Yes","No target","Yes","Yes","Intending to undertake in the next 2 years",NA,NA,2,NA,81,NA,NA,0,7,10,NA,"Not intending to undertake",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",-42.8901,147.281,"AUS"
"554",2020,60142,"City of Kisumu","Kisumu","Kenya","Africa","No",1155574,"POINT (34.7679 -0.0917)","Yes","In progress",6,102,1,2,1,3,0,1,0,8,"Yes",7,"Yes","In progress","Other",NA,NA,NA,"No target","In progress","Yes","In progress",NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"In progress",NA,NA,NA,NA,NA,"No","No",58,"Not intending to undertake",-0.0917,34.7679,"KEN"
"555",2020,59535,"Town of Vail, CO","Vail","United States of America","North America","No",5434,"POINT (-106.374 39.6403)","Yes","Yes",5,120,0,1,0,0,0,0,0,1,"Yes",7,"Yes","Yes","GPC","This is our first year of calculation","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","In progress",7,40,7,0,3,0,0,11,1,31,35,"Yes",10,2.5,6,79,2.5,"No","Yes",100,"Yes",39.6403,-106.374,"USA"
"556",2020,19233,"Município de Torres Vedras","Torres Vedras","Portugal","Europe","No",79465,"POINT (-9.30148 38.7637)","Intending to incorporate in the next 2 years","Yes",6,51,0,1,0,0,0,1,0,2,"Do not know",3,"Yes","Yes","Other","Decreased","Do not know","Yes","Base year emissions (absolute) target","Yes","Yes","Do not know",10,10,40,1,20,0,10,4,1,4,26,"Do not know",NA,NA,NA,NA,NA,"Do not know","Yes",99,"Intending to undertake in next 2 years",38.7637,-9.30148,"PRT"
"557",2020,1184,"City of Austin","Austin","United States of America","North America","No",964254,"POINT (-97.7431 30.2672)","Yes","Yes",4,90,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",8,"Yes","Yes","GPC","Increased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",1.6,26,13.5,0,0,23,0,NA,7.5,28.4,35.9,"Yes",3.6,1.2,1.5,91.5,2.2,"No",NA,100,"Yes",30.2672,-97.7431,"USA"
"558",2020,59562,"City of Urbana, IL","","United States of America","North America","No",41250,"","In progress","Yes",32,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","ICLEI",NA,"Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,40.7682,-74.2348,"USA"
"559",2020,60105,"Kirklees Council","Huddersfield","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",437400,"","In progress","Not intending to undertake",3,24,0,0,0,0,0,1,0,1,"Yes",3,"Intending to undertake in the next 2 years","Yes","GPC",NA,"Not intending to undertake","Not intending to undertake","Fixed level target","In progress","In progress","Not intending to undertake",0,8.5,57.9,0,0,17.4,0,16.2,0,0,0,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",58.981,-2.96,"GBR"
"560",2020,60105,"Kirklees Council","Huddersfield","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",437400,"","In progress","Not intending to undertake",3,24,0,0,0,0,0,1,0,1,"Yes",3,"Intending to undertake in the next 2 years","Yes","GPC",NA,"Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","In progress","In progress","Not intending to undertake",0,8.5,57.9,0,0,17.4,0,16.2,0,0,0,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",58.981,-2.96,"GBR"
"561",2020,35873,"Municipality of Medellín","Medellín","Colombia","Latin America","No",2533424,"POINT (-75.5735 6.22729)","Yes","Yes",7,128,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",7,"In progress","Yes","GPC","This is our first year of calculation","Do not know","Yes","Baseline scenario (business as usual) target","In progress","Yes","In progress",NA,8.2,9.4,NA,66.3,NA,11.3,4.8,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"No","Yes",95,"Yes",6.22729,-75.5735,"COL"
"562",2020,56276,"New Taipei City Government","New Taipei","Taiwan, Greater China","East Asia","No",4018696,"POINT (121.446 25.0111)","Yes","Yes",5,27,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Yes","Yes","GPC","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0,30.8,35.3,0,5.4,8.1,5.4,5.7,7.5,1.8,14.7,"Yes",28.5,3,1.5,59,8,"Yes","Yes",97.23,"Yes",25.0111,121.446,"TWN"
"563",2020,35886,"Comune di Torino","Torino","Italy","Europe","No",872316,"POINT (7.668 45.1006)","Yes","Yes",3,57,0,0,1,0,0,0,0,1,"Yes",22,"Yes","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",7,10,45,2,17,4,1,0,8,6,33,"Yes",16,5,1,57,21,"Yes","Yes",100,"In progress",45.1006,7.668,"ITA"
"564",2020,827048,"Zhenjiang Municipal People's Government","","China","East Asia","No",3186300,"","Yes","Yes",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","Regional or country specific methodology","Do not know","Yes","Do not know","Fixed level target","Yes","Yes","Yes",NA,60.4,7,NA,NA,15.7,18.8,13.8,9.8,23.5,NA,"Yes",NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,32.1901111,119.4200584,"CHN"
"565",2020,827048,"Zhenjiang Municipal People's Government","","China","East Asia","No",3186300,"","Yes","Yes",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","Regional or country specific methodology","Do not know","Yes","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",NA,60.4,7,NA,NA,15.7,18.8,13.8,9.8,23.5,NA,"Yes",NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,32.1901111,119.4200584,"CHN"
"566",2020,827048,"Zhenjiang Municipal People's Government","","China","East Asia","No",3186300,"","Yes","Yes",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","Regional or country specific methodology","Do not know","Yes","Do not know","Base year intensity target","Yes","Yes","Yes",NA,60.4,7,NA,NA,15.7,18.8,13.8,9.8,23.5,NA,"Yes",NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,32.1901111,119.4200584,"CHN"
"567",2020,63562,"City of South Bend, IN","South Bend","United States of America","North America","No",102026,"POINT (41.6754 -86.2532)","Yes","Intending to undertake in the next 2 years",5,56,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"Intending to undertake in the next 2 years","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Yes","Intending to undertake in the next 2 years",0,48.6,0,0,0.4,42.3,0,0,0.3,8.4,9.1,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",41.6767,-86.2696,"USA"
"568",2020,63562,"City of South Bend, IN","South Bend","United States of America","North America","No",102026,"POINT (41.6754 -86.2532)","Yes","Intending to undertake in the next 2 years",5,56,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"Intending to undertake in the next 2 years","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",0,48.6,0,0,0.4,42.3,0,0,0.3,8.4,9.1,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",41.6767,-86.2696,"USA"
